"TOA5","IPIS-CWD-BSI-ID0000205","CR300","16101","CR310-WIFI.Std.10.07","CPU:IPIS-CWD-BSI-ID0000205_REV01.CR300","41095","IPI_1_Good"
"TIMESTAMP","RECORD","BattV","PTemp","IPI_1_Tilt_A(1)","IPI_1_Tilt_A(2)","IPI_1_Tilt_A(3)","IPI_1_Tilt_A(4)","IPI_1_Tilt_A(5)","IPI_1_Tilt_A(6)","IPI_1_Tilt_A(7)","IPI_1_Tilt_A(8)","IPI_1_Tilt_A(9)","IPI_1_Tilt_A(10)","IPI_1_Tilt_A(11)","IPI_1_Tilt_A(12)","IPI_1_Tilt_A(13)","IPI_1_Tilt_A(14)","IPI_1_Tilt_A(15)","IPI_1_Tilt_B(1)","IPI_1_Tilt_B(2)","IPI_1_Tilt_B(3)","IPI_1_Tilt_B(4)","IPI_1_Tilt_B(5)","IPI_1_Tilt_B(6)","IPI_1_Tilt_B(7)","IPI_1_Tilt_B(8)","IPI_1_Tilt_B(9)","IPI_1_Tilt_B(10)","IPI_1_Tilt_B(11)","IPI_1_Tilt_B(12)","IPI_1_Tilt_B(13)","IPI_1_Tilt_B(14)","IPI_1_Tilt_B(15)","IPI_1_Def_A(1)","IPI_1_Def_A(2)","IPI_1_Def_A(3)","IPI_1_Def_A(4)","IPI_1_Def_A(5)","IPI_1_Def_A(6)","IPI_1_Def_A(7)","IPI_1_Def_A(8)","IPI_1_Def_A(9)","IPI_1_Def_A(10)","IPI_1_Def_A(11)","IPI_1_Def_A(12)","IPI_1_Def_A(13)","IPI_1_Def_A(14)","IPI_1_Def_A(15)","IPI_1_Def_B(1)","IPI_1_Def_B(2)","IPI_1_Def_B(3)","IPI_1_Def_B(4)","IPI_1_Def_B(5)","IPI_1_Def_B(6)","IPI_1_Def_B(7)","IPI_1_Def_B(8)","IPI_1_Def_B(9)","IPI_1_Def_B(10)","IPI_1_Def_B(11)","IPI_1_Def_B(12)","IPI_1_Def_B(13)","IPI_1_Def_B(14)","IPI_1_Def_B(15)","IPI_1_Therm(1)","IPI_1_Therm(2)","IPI_1_Therm(3)","IPI_1_Therm(4)","IPI_1_Therm(5)","IPI_1_Therm(6)","IPI_1_Therm(7)","IPI_1_Therm(8)","IPI_1_Therm(9)","IPI_1_Therm(10)","IPI_1_Therm(11)","IPI_1_Therm(12)","IPI_1_Therm(13)","IPI_1_Therm(14)","IPI_1_Therm(15)"
"2024-02-14 04:00:00",16,12.55,32.42,0.00558,0.00817,0.005726,0.006742,0.007179,0.009333,-0.000494,0.006174,0.011307,0.003558,0.003737,0.000115,0.016229,0.014171,0.002919,0.004539,-0.008272,0.014703,0.004476,0.000479,0.011226,0.010495,0.002531,0.024498,0.003497,0.005081,0.01827,0.012811,0.007341,0.020094,16.74,24.51,17.178,20.226,21.537,27.999,-1.482,18.522,33.921,10.674,11.211,0.345,48.687,42.513,8.757,13.617,-24.816,44.109,13.428,1.437,33.678,31.485,7.593,73.494,10.491,15.243,54.81,38.433,22.023,60.282,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 05:00:00",17,12.57,32.27,0.005573,0.008174,0.005718,0.006495,0.007179,0.009336,-0.000494,0.006178,0.011307,0.003562,0.003722,0.000115,0.016233,0.014175,0.002908,0.004547,-0.008276,0.014703,0.004436,0.000479,0.011226,0.010503,0.002531,0.024498,0.003485,0.005089,0.018255,0.012815,0.007333,0.020102,16.719,24.522,17.154,19.485,21.537,28.008,-1.482,18.534,33.921,10.686,11.166,0.345,48.699,42.525,8.724,13.641,-24.828,44.109,13.308,1.437,33.678,31.509,7.593,73.494,10.455,15.267,54.765,38.445,21.999,60.306,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 06:00:00",18,12.67,32.15,0.005573,0.00819,0.00573,0.006205,0.007179,0.00934,-0.000494,0.006174,0.011304,0.003566,0.003726,0.000115,0.016233,0.014175,0.0029,0.004547,-0.008272,0.014711,0.004389,0.000479,0.01123,0.010506,0.002527,0.024502,0.003485,0.005085,0.018262,0.012815,0.007341,0.020094,16.719,24.57,17.19,18.615,21.537,28.02,-1.482,18.522,33.912,10.698,11.178,0.345,48.699,42.525,8.7,13.641,-24.816,44.133,13.167,1.437,33.69,31.518,7.581,73.506,10.455,15.255,54.786,38.445,22.023,60.282,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 07:00:00",19,12.58,32.96,0.005569,0.00819,0.005722,0.006749,0.007179,0.009329,-0.00049,0.006181,0.0113,0.003562,0.00373,0.000115,0.016237,0.014183,0.002912,0.004543,-0.008261,0.014703,0.00448,0.000479,0.011237,0.010503,0.002527,0.024502,0.003489,0.005081,0.018266,0.012811,0.007337,0.020105,16.707,24.57,17.166,20.247,21.537,27.987,-1.47,18.543,33.9,10.686,11.19,0.345,48.711,42.549,8.736,13.629,-24.783,44.109,13.44,1.437,33.711,31.509,7.581,73.506,10.467,15.243,54.798,38.433,22.011,60.315,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 08:00:00",20,12.62,34.41,0.005565,0.00817,0.005733,0.006099,0.007179,0.009336,-0.000498,0.006174,0.0113,0.003555,0.003733,0.000115,0.016237,0.014175,0.002923,0.004539,-0.008265,0.014703,0.004357,0.000479,0.01123,0.010499,0.002539,0.024498,0.003478,0.005097,0.018266,0.012811,0.007333,0.020098,16.695,24.51,17.199,18.297,21.537,28.008,-1.494,18.522,33.9,10.665,11.199,0.345,48.711,42.525,8.769,13.617,-24.795,44.109,13.071,1.437,33.69,31.497,7.617,73.494,10.434,15.291,54.798,38.433,21.999,60.294,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 09:00:00",21,13.19,41.36,0.005546,0.008174,0.00571,0.006099,0.007179,0.009336,-0.000498,0.006174,0.011304,0.003555,0.003722,0.000115,0.016229,0.014187,0.002923,0.004547,-0.008249,0.014703,0.004369,0.000479,0.011245,0.010499,0.002531,0.024502,0.00347,0.005085,0.018259,0.012815,0.007341,0.02009,16.638,24.522,17.13,18.297,21.537,28.008,-1.494,18.522,33.912,10.665,11.166,0.345,48.687,42.561,8.769,13.641,-24.747,44.109,13.107,1.437,33.735,31.497,7.593,73.506,10.41,15.255,54.777,38.445,22.023,60.27,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 10:00:00",22,13.45,44.08,0.005546,0.008182,0.005707,0.006091,0.007179,0.009329,-0.00049,0.006181,0.011296,0.003558,0.003722,0.000123,0.016241,0.014175,0.002927,0.004562,-0.008233,0.014711,0.004369,0.000479,0.01123,0.010503,0.002523,0.024502,0.003478,0.005081,0.018255,0.012815,0.007352,0.020098,16.638,24.546,17.121,18.273,21.537,27.987,-1.47,18.543,33.888,10.674,11.166,0.369,48.723,42.525,8.781,13.686,-24.699,44.133,13.107,1.437,33.69,31.509,7.569,73.506,10.434,15.243,54.765,38.445,22.056,60.294,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 11:00:00",23,13.46,45.28,0.005573,0.008174,0.005699,0.006722,0.007179,0.009325,-0.000483,0.00617,0.011296,0.003555,0.003722,0.000115,0.016229,0.014183,0.002912,0.004593,-0.00819,0.014711,0.004472,0.000479,0.011233,0.010503,0.002539,0.024494,0.003489,0.005085,0.018262,0.012799,0.007341,0.020102,16.719,24.522,17.097,20.166,21.537,27.975,-1.449,18.51,33.888,10.665,11.166,0.345,48.687,42.549,8.736,13.779,-24.57,44.133,13.416,1.437,33.699,31.509,7.617,73.482,10.467,15.255,54.786,38.397,22.023,60.306,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 12:00:00",24,13.62,47.41,0.005603,0.008194,0.005722,0.006083,0.007179,0.009306,-0.000471,0.006166,0.011288,0.003562,0.003714,0.000115,0.016237,0.014183,0.002927,0.004623,-0.008155,0.014727,0.004369,0.000479,0.011222,0.010506,0.002539,0.024494,0.003485,0.005081,0.018262,0.012815,0.007341,0.02009,16.809,24.582,17.166,18.249,21.537,27.918,-1.413,18.498,33.864,10.686,11.142,0.345,48.711,42.549,8.781,13.869,-24.465,44.181,13.107,1.437,33.666,31.518,7.617,73.482,10.455,15.243,54.786,38.445,22.023,60.27,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 13:00:00",25,13.18,47,0.005622,0.008186,0.005718,0.00673,0.007179,0.009306,-0.000452,0.006162,0.0113,0.003555,0.003733,0.000115,0.016225,0.014175,0.002912,0.004631,-0.008128,0.014723,0.00448,0.000479,0.01123,0.010518,0.002523,0.02449,0.003481,0.005085,0.018259,0.012811,0.007341,0.020102,16.866,24.558,17.154,20.19,21.537,27.918,-1.356,18.486,33.9,10.665,11.199,0.345,48.675,42.525,8.736,13.893,-24.384,44.169,13.44,1.437,33.69,31.554,7.569,73.47,10.443,15.255,54.777,38.433,22.023,60.306,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 14:00:00",26,13.26,46.54,0.00563,0.008194,0.005718,0.006726,0.007179,0.009294,-0.00046,0.00615,0.011288,0.003547,0.003714,0.000107,0.016225,0.014179,0.002912,0.004635,-0.008112,0.014719,0.00448,0.000479,0.011218,0.010526,0.002523,0.024475,0.003485,0.005085,0.018262,0.012807,0.007352,0.02009,16.89,24.582,17.154,20.178,21.537,27.882,-1.38,18.45,33.864,10.641,11.142,0.321,48.675,42.537,8.736,13.905,-24.336,44.157,13.44,1.437,33.654,31.578,7.569,73.425,10.455,15.255,54.786,38.421,22.056,60.27,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-14 15:00:00",27,13.37,42.01,0.005638,0.008194,0.00573,0.006738,0.007179,0.009302,-0.00046,0.006146,0.011284,0.003562,0.003722,0.0001,0.016229,0.014179,0.002915,0.004635,-0.008112,0.01473,0.00448,0.000479,0.01123,0.010522,0.002535,0.024483,0.003481,0.005089,0.018266,0.012815,0.007352,0.020094,16.914,24.582,17.19,20.214,21.537,27.906,-1.38,18.438,33.852,10.686,11.166,0.3,48.687,42.537,8.745,13.905,-24.336,44.19,13.44,1.437,33.69,31.566,7.605,73.44901,10.443,15.267,54.798,38.445,22.056,60.282,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 16:00:00",28,13.26,40.12,0.005657,0.008194,0.00573,0.00673,0.007179,0.009306,-0.000448,0.006158,0.011284,0.003562,0.003726,0.0001,0.016237,0.014168,0.002904,0.00462,-0.008131,0.014719,0.004484,0.000479,0.011222,0.010526,0.002535,0.02449,0.003493,0.005089,0.018274,0.012811,0.007348,0.02009,16.971,24.582,17.19,20.19,21.537,27.918,-1.344,18.474,33.852,10.686,11.178,0.3,48.711,42.504,8.712,13.86,-24.393,44.157,13.452,1.437,33.666,31.578,7.605,73.47,10.479,15.267,54.822,38.433,22.044,60.27,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 17:00:00",29,12.96,38.35,0.005649,0.008194,0.005733,0.006526,0.007179,0.009306,-0.000464,0.006162,0.0113,0.003558,0.003718,0.000115,0.016237,0.014171,0.002912,0.004623,-0.008155,0.014723,0.004444,0.000479,0.01123,0.010522,0.002543,0.024483,0.003481,0.005085,0.01827,0.012803,0.007345,0.02009,16.947,24.582,17.199,19.578,21.537,27.918,-1.392,18.486,33.9,10.674,11.154,0.345,48.711,42.513,8.736,13.869,-24.465,44.169,13.332,1.437,33.69,31.566,7.629,73.44901,10.443,15.255,54.81,38.409,22.035,60.27,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.81,26.69,26.56,26.25,26
"2024-02-14 18:00:00",30,12.89,36.5,0.005638,0.00819,0.005741,0.006095,0.007179,0.009317,-0.000467,0.006154,0.0113,0.003566,0.003718,0.0001,0.016229,0.014179,0.002912,0.004589,-0.008186,0.014727,0.004361,0.000479,0.01123,0.010518,0.002535,0.024498,0.003481,0.005085,0.018266,0.012803,0.007356,0.020086,16.914,24.57,17.223,18.285,21.537,27.951,-1.401,18.462,33.9,10.698,11.154,0.3,48.687,42.537,8.736,13.767,-24.558,44.181,13.083,1.437,33.69,31.554,7.605,73.494,10.443,15.255,54.798,38.409,22.068,60.258,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-14 19:00:00",31,12.96,35.46,0.005615,0.008178,0.005741,0.006103,0.007179,0.009306,-0.000475,0.006154,0.011296,0.003562,0.00373,0.000115,0.016229,0.014183,0.002915,0.004574,-0.008206,0.014715,0.004369,0.000479,0.011233,0.01051,0.002539,0.024498,0.003481,0.005081,0.01827,0.012803,0.007356,0.020094,16.845,24.534,17.223,18.309,21.537,27.918,-1.425,18.462,33.888,10.686,11.19,0.345,48.687,42.549,8.745,13.722,-24.618,44.145,13.107,1.437,33.699,31.53,7.617,73.494,10.443,15.243,54.81,38.409,22.068,60.282,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 20:00:00",32,12.87,35.06,0.005607,0.008178,0.005749,0.006099,0.007179,0.009317,-0.000471,0.00617,0.011296,0.003555,0.003726,0.000119,0.016245,0.014183,0.002912,0.004562,-0.008218,0.014723,0.004369,0.000479,0.011233,0.010514,0.002535,0.024498,0.003481,0.005089,0.018262,0.012807,0.007341,0.020078,16.821,24.534,17.247,18.297,21.537,27.951,-1.413,18.51,33.888,10.665,11.178,0.357,48.735,42.549,8.736,13.686,-24.654,44.169,13.107,1.437,33.699,31.542,7.605,73.494,10.443,15.267,54.786,38.421,22.023,60.234,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 21:00:00",33,12.83,34.91,0.005603,0.00819,0.005753,0.006099,0.007179,0.009321,-0.000475,0.006154,0.011296,0.003562,0.00373,0.000115,0.016237,0.014179,0.002908,0.004558,-0.008222,0.014719,0.004322,0.000479,0.011237,0.010503,0.002527,0.024498,0.003481,0.005085,0.018262,0.012811,0.007345,0.020082,16.809,24.57,17.259,18.297,21.537,27.963,-1.425,18.462,33.888,10.686,11.19,0.345,48.711,42.537,8.724,13.674,-24.666,44.157,12.966,1.437,33.711,31.509,7.581,73.494,10.443,15.255,54.786,38.433,22.035,60.246,29.19,28.69,27.88,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-14 22:00:00",34,12.76,34.09,0.005603,0.008182,0.005741,0.006107,0.007179,0.009321,-0.000475,0.006158,0.011296,0.003547,0.003722,0.000111,0.016245,0.014183,0.0029,0.004554,-0.008225,0.014723,0.004089,0.000479,0.011237,0.010514,0.002519,0.024506,0.003481,0.005085,0.018266,0.012807,0.00736,0.020078,16.809,24.546,17.223,18.321,21.537,27.963,-1.425,18.474,33.888,10.641,11.166,0.333,48.735,42.549,8.7,13.662,-24.675,44.169,12.267,1.437,33.711,31.542,7.557,73.51801,10.443,15.255,54.798,38.421,22.08,60.234,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-14 23:00:00",35,12.68,33.87,0.005596,0.00819,0.005737,0.006111,0.007179,0.009333,-0.000486,0.006166,0.01128,0.003558,0.003714,0.000107,0.016237,0.014164,0.002908,0.00455,-0.008245,0.014703,0.004219,0.000479,0.01123,0.010503,0.002527,0.024506,0.003481,0.005093,0.018266,0.012803,0.00736,0.020074,16.788,24.57,17.211,18.333,21.537,27.999,-1.458,18.498,33.84,10.674,11.142,0.321,48.711,42.492,8.724,13.65,-24.735,44.109,12.657,1.437,33.69,31.509,7.581,73.51801,10.443,15.279,54.798,38.409,22.08,60.222,29.25,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 00:00:00",36,12.83,33.8,0.005603,0.00819,0.005722,0.006111,0.007179,0.009333,-0.000483,0.00617,0.011296,0.003562,0.003714,0.000123,0.016237,0.014179,0.002908,0.00455,-0.008245,0.014715,0.004365,0.000479,0.011233,0.010506,0.002523,0.024514,0.003485,0.005089,0.018262,0.012807,0.007345,0.020078,16.809,24.57,17.166,18.333,21.537,27.999,-1.449,18.51,33.888,10.686,11.142,0.369,48.711,42.537,8.724,13.65,-24.735,44.145,13.095,1.437,33.699,31.518,7.569,73.542,10.455,15.267,54.786,38.421,22.035,60.234,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-15 01:00:00",37,12.61,33.4,0.005596,0.008186,0.005745,0.006416,0.007179,0.009325,-0.000483,0.006166,0.011292,0.003566,0.003718,0.000115,0.016225,0.014171,0.002904,0.004543,-0.008253,0.014707,0.004417,0.000479,0.011245,0.01051,0.002531,0.024502,0.003474,0.005101,0.018259,0.012799,0.007348,0.020082,16.788,24.558,17.235,19.248,21.537,27.975,-1.449,18.498,33.876,10.698,11.154,0.345,48.675,42.513,8.712,13.629,-24.759,44.121,13.251,1.437,33.735,31.53,7.593,73.506,10.422,15.303,54.777,38.397,22.044,60.246,29.25,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-15 02:00:00",38,12.77,33.13,0.005611,0.008174,0.005733,0.006765,0.007179,0.009333,-0.000479,0.00617,0.011296,0.003562,0.003714,0.000119,0.016225,0.014187,0.0029,0.004539,-0.008249,0.014707,0.004476,0.000479,0.011241,0.01051,0.002539,0.024498,0.003478,0.005097,0.018262,0.012819,0.007356,0.020082,16.833,24.522,17.199,20.295,21.537,27.999,-1.437,18.51,33.888,10.686,11.142,0.357,48.675,42.561,8.7,13.617,-24.747,44.121,13.428,1.437,33.723,31.53,7.617,73.494,10.434,15.291,54.786,38.457,22.068,60.246,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 03:00:00",39,12.78,32.79,0.005596,0.008182,0.005722,0.006718,0.007179,0.009344,-0.000483,0.00617,0.011292,0.00357,0.003714,0.000119,0.016237,0.014183,0.002904,0.004535,-0.008261,0.014719,0.004464,0.000479,0.01123,0.010499,0.002539,0.024514,0.003489,0.005097,0.01827,0.012803,0.007352,0.020078,16.788,24.546,17.166,20.154,21.537,28.032,-1.449,18.51,33.876,10.71,11.142,0.357,48.711,42.549,8.712,13.605,-24.783,44.157,13.392,1.437,33.69,31.497,7.617,73.542,10.467,15.291,54.81,38.409,22.056,60.234,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-15 04:00:00",40,12.61,32.61,0.005592,0.008178,0.005726,0.006115,0.007179,0.009336,-0.000486,0.006174,0.011304,0.003562,0.003718,0.000127,0.016237,0.014175,0.002908,0.004531,-0.008257,0.014688,0.004365,0.000479,0.011237,0.010499,0.002539,0.02451,0.003485,0.005089,0.018247,0.012803,0.00736,0.020066,16.776,24.534,17.178,18.345,21.537,28.008,-1.458,18.522,33.912,10.686,11.154,0.381,48.711,42.525,8.724,13.593,-24.771,44.064,13.095,1.437,33.711,31.497,7.617,73.53,10.455,15.267,54.741,38.409,22.08,60.198,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-15 05:00:00",41,12.67,32.47,0.005588,0.00819,0.005726,0.006111,0.007179,0.009344,-0.000479,0.006174,0.011315,0.003566,0.00371,0.000127,0.016245,0.014183,0.002915,0.004531,-0.008261,0.014707,0.004097,0.000479,0.011237,0.010503,0.002527,0.024518,0.003485,0.005089,0.01827,0.012803,0.007356,0.020094,16.764,24.57,17.178,18.333,21.537,28.032,-1.437,18.522,33.945,10.698,11.13,0.381,48.735,42.549,8.745,13.593,-24.783,44.121,12.291,1.437,33.711,31.509,7.581,73.554,10.455,15.267,54.81,38.409,22.068,60.282,29.25,28.69,27.88,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.69,26.56,26.25,26
"2024-02-15 06:00:00",42,12.64,32.44,0.005584,0.008166,0.005722,0.006107,0.007179,0.009344,-0.000486,0.00617,0.0113,0.003566,0.003718,0.000123,0.016249,0.014179,0.0029,0.004539,-0.008265,0.014715,0.00431,0.000479,0.011226,0.010483,0.002527,0.024518,0.003485,0.005085,0.01827,0.012811,0.007356,0.020086,16.752,24.498,17.166,18.321,21.537,28.032,-1.458,18.51,33.9,10.698,11.154,0.369,48.747,42.537,8.7,13.617,-24.795,44.145,12.93,1.437,33.678,31.449,7.581,73.554,10.455,15.255,54.81,38.433,22.068,60.258,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 07:00:00",43,12.78,33.5,0.005592,0.008186,0.005737,0.006103,0.007179,0.009344,-0.000498,0.00617,0.0113,0.003558,0.003714,0.000123,0.016245,0.014179,0.002908,0.004539,-0.008269,0.014707,0.004314,0.000479,0.01123,0.010491,0.002527,0.024518,0.003481,0.005081,0.018266,0.012796,0.007364,0.02009,16.776,24.558,17.211,18.309,21.537,28.032,-1.494,18.51,33.9,10.674,11.142,0.369,48.735,42.537,8.724,13.617,-24.807,44.121,12.942,1.437,33.69,31.473,7.581,73.554,10.443,15.243,54.798,38.388,22.092,60.27,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 08:00:00",44,12.78,35.35,0.005577,0.008186,0.00573,0.006091,0.007179,0.009336,-0.000494,0.006178,0.011304,0.003551,0.003718,0.000134,0.016249,0.014179,0.002912,0.004543,-0.008257,0.014707,0.004365,0.000479,0.011233,0.01051,0.002531,0.024514,0.003485,0.005101,0.01827,0.012796,0.00736,0.020078,16.731,24.558,17.19,18.273,21.537,28.008,-1.482,18.534,33.912,10.653,11.154,0.402,48.747,42.537,8.736,13.629,-24.771,44.121,13.095,1.437,33.699,31.53,7.593,73.542,10.455,15.303,54.81,38.388,22.08,60.234,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 09:00:00",45,12.91,38.16,0.005577,0.008178,0.005726,0.006095,0.007179,0.00934,-0.000471,0.006162,0.011304,0.003555,0.00371,0.000123,0.016252,0.014183,0.002912,0.004543,-0.008265,0.014707,0.004006,0.000479,0.01123,0.010503,0.002527,0.024518,0.003493,0.005097,0.018255,0.012815,0.007368,0.020082,16.731,24.534,17.178,18.285,21.537,28.02,-1.413,18.486,33.912,10.665,11.13,0.369,48.756,42.549,8.736,13.629,-24.795,44.121,12.018,1.437,33.69,31.509,7.581,73.554,10.479,15.291,54.765,38.445,22.104,60.246,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,25.94
"2024-02-15 10:00:00",46,13.36,40.44,0.005554,0.008162,0.005722,0.006099,0.007179,0.009325,-0.000479,0.006166,0.011319,0.003574,0.003714,0.000123,0.016241,0.014168,0.002915,0.004554,-0.008237,0.014715,0.004365,0.000479,0.011226,0.01051,0.002535,0.02451,0.003481,0.005089,0.018266,0.012799,0.007372,0.020082,16.662,24.486,17.166,18.297,21.537,27.975,-1.437,18.498,33.957,10.722,11.142,0.369,48.723,42.504,8.745,13.662,-24.711,44.145,13.095,1.437,33.678,31.53,7.605,73.53,10.443,15.267,54.798,38.397,22.116,60.246,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 11:00:00",47,13.64,44.8,0.005573,0.008166,0.005714,0.006734,0.007179,0.009329,-0.000467,0.006158,0.0113,0.00357,0.003714,0.000119,0.016241,0.014171,0.002904,0.004577,-0.008206,0.014715,0.004476,0.000479,0.011226,0.010499,0.002531,0.02451,0.003485,0.005089,0.018262,0.012799,0.007356,0.02009,16.719,24.498,17.142,20.202,21.537,27.987,-1.401,18.474,33.9,10.71,11.142,0.357,48.723,42.513,8.712,13.731,-24.618,44.145,13.428,1.437,33.678,31.497,7.593,73.53,10.455,15.267,54.786,38.397,22.068,60.27,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,25.94
"2024-02-15 12:00:00",48,13.52,46.38,0.005592,0.008186,0.005699,0.006087,0.007179,0.009317,-0.000464,0.006154,0.011304,0.00357,0.003726,0.000107,0.016241,0.014187,0.002912,0.0046,-0.008167,0.014719,0.004361,0.000479,0.01123,0.010506,0.002531,0.02451,0.003489,0.005093,0.018259,0.012799,0.007356,0.020082,16.776,24.558,17.097,18.261,21.537,27.951,-1.392,18.462,33.912,10.71,11.178,0.321,48.723,42.561,8.736,13.8,-24.501,44.157,13.083,1.437,33.69,31.518,7.593,73.53,10.467,15.279,54.777,38.397,22.068,60.246,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 13:00:00",49,13.17,46.21,0.005596,0.00819,0.005714,0.006068,0.007179,0.00931,-0.000456,0.00615,0.011307,0.003555,0.00371,0.000127,0.016229,0.014187,0.002904,0.004627,-0.008135,0.014723,0.004326,0.000479,0.011241,0.01051,0.002531,0.024502,0.003478,0.005097,0.018255,0.012799,0.007364,0.020078,16.788,24.57,17.142,18.204,21.537,27.93,-1.368,18.45,33.921,10.665,11.13,0.381,48.687,42.561,8.712,13.881,-24.405,44.169,12.978,1.437,33.723,31.53,7.593,73.506,10.434,15.291,54.765,38.397,22.092,60.234,29.19,28.69,27.81,28.13,27.75,27.38,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,26
"2024-02-15 14:00:00",50,13.24,44.8,0.005622,0.008194,0.005718,0.006365,0.007179,0.009302,-0.000464,0.006154,0.011296,0.003551,0.00371,0.000115,0.016237,0.014179,0.002912,0.004627,-0.008135,0.014723,0.004413,0.000479,0.01123,0.010518,0.002527,0.024514,0.003481,0.005089,0.01827,0.012799,0.007368,0.020082,16.866,24.582,17.154,19.095,21.537,27.906,-1.392,18.462,33.888,10.653,11.13,0.345,48.711,42.537,8.736,13.881,-24.405,44.169,13.239,1.437,33.69,31.554,7.581,73.542,10.443,15.267,54.81,38.397,22.104,60.246,29.19,28.69,27.81,28.13,27.75,27.31,27.31,27.13,26.94,26.88,26.75,26.63,26.56,26.25,25.94
